dataset,condition,dimension,technique,range,metric,mean,std,rank
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_2,A,0.18,0.4,1
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_2,A,0.15,0.34,2
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_2,A,0.08,0.17,3
DIATREND,balanced_age_oversampling,age,oversampling,TBR_2,A,0.0,0.0,4
DIATREND,balanced_age_jittering,age,jittering,TBR_2,A,0.0,0.0,5
DIATREND,balanced_age_smote,age,smote,TBR_2,A,0.0,0.0,6
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_2,A,0.0,0.0,7
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_2,A,0.0,0.0,8
DIATREND,balanced_age_undersampling,age,undersampling,TBR_2,A,0.0,0.0,9
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_2,A,0.0,0.0,10
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_2,A,0.0,0.0,11
DIATREND,balanced_sex_jittering,sex,jittering,TBR_2,A,0.0,0.0,12
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_2,A,0.0,0.0,13
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_2,A,0.0,0.0,14
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_2,A,0.0,0.0,15
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_2,A,0.0,0.0,16
DIATREND,balanced_sex_smote,sex,smote,TBR_2,A,0.0,0.0,17
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_2,A,0.0,0.0,18
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_2,A,0.0,0.0,19
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_2,A,0.0,0.0,20
DIATREND,original,,original,TBR_2,A,0.0,0.0,21
DIATREND,balanced_age_jittering,age,jittering,TBR_2,B,0.0,0.0,1
DIATREND,balanced_age_oversampling,age,oversampling,TBR_2,B,0.0,0.0,2
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_2,B,0.0,0.0,3
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_2,B,0.0,0.0,4
DIATREND,balanced_age_smote,age,smote,TBR_2,B,0.0,0.0,5
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_2,B,0.0,0.0,6
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_2,B,0.0,0.0,7
DIATREND,balanced_age_undersampling,age,undersampling,TBR_2,B,0.0,0.0,8
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_2,B,0.0,0.0,9
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_2,B,0.0,0.0,10
DIATREND,balanced_sex_jittering,sex,jittering,TBR_2,B,0.0,0.0,11
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_2,B,0.0,0.0,12
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_2,B,0.0,0.0,13
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_2,B,0.0,0.0,14
DIATREND,balanced_sex_smote,sex,smote,TBR_2,B,0.0,0.0,15
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_2,B,0.0,0.0,16
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_2,B,0.0,0.0,17
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_2,B,0.0,0.0,18
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_2,B,0.0,0.0,19
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_2,B,0.0,0.0,20
DIATREND,original,,original,TBR_2,B,0.0,0.0,21
DIATREND,balanced_age_jittering,age,jittering,TBR_2,C,0.0,0.0,1
DIATREND,balanced_age_oversampling,age,oversampling,TBR_2,C,0.0,0.0,2
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_2,C,0.0,0.0,3
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_2,C,0.0,0.0,4
DIATREND,balanced_age_smote,age,smote,TBR_2,C,0.0,0.0,5
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_2,C,0.0,0.0,6
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_2,C,0.0,0.0,7
DIATREND,balanced_age_undersampling,age,undersampling,TBR_2,C,0.0,0.0,8
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_2,C,0.0,0.0,9
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_2,C,0.0,0.0,10
DIATREND,balanced_sex_jittering,sex,jittering,TBR_2,C,0.0,0.0,11
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_2,C,0.0,0.0,12
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_2,C,0.0,0.0,13
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_2,C,0.0,0.0,14
DIATREND,balanced_sex_smote,sex,smote,TBR_2,C,0.0,0.0,15
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_2,C,0.0,0.0,16
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_2,C,0.0,0.0,17
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_2,C,0.0,0.0,18
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_2,C,0.0,0.0,19
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_2,C,0.0,0.0,20
DIATREND,original,,original,TBR_2,C,0.0,0.0,21
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_2,D,95.82,3.57,1
DIATREND,balanced_age_undersampling,age,undersampling,TBR_2,D,95.85,3.3,2
DIATREND,original,,original,TBR_2,D,96.53,2.02,3
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_2,D,96.71,1.86,4
DIATREND,balanced_sex_jittering,sex,jittering,TBR_2,D,96.72,1.98,5
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_2,D,96.73,1.73,6
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_2,D,96.8,1.93,7
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_2,D,96.81,1.87,8
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_2,D,96.87,1.96,9
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_2,D,96.91,1.86,10
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_2,D,96.93,1.53,11
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_2,D,96.95,1.68,12
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_2,D,96.97,1.67,13
DIATREND,balanced_age_jittering,age,jittering,TBR_2,D,97.07,1.86,14
DIATREND,balanced_sex_smote,sex,smote,TBR_2,D,97.07,1.54,15
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_2,D,97.1,1.83,16
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_2,D,97.16,1.78,17
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_2,D,97.24,1.57,18
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_2,D,97.3,1.74,19
DIATREND,balanced_age_smote,age,smote,TBR_2,D,97.32,1.49,20
DIATREND,balanced_age_oversampling,age,oversampling,TBR_2,D,97.49,1.65,21
DIATREND,balanced_age_oversampling,age,oversampling,TBR_2,E,2.51,1.65,1
DIATREND,balanced_age_smote,age,smote,TBR_2,E,2.68,1.49,2
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_2,E,2.7,1.74,3
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_2,E,2.76,1.57,4
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_2,E,2.84,1.78,5
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_2,E,2.9,1.83,6
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_2,E,2.9,1.61,7
DIATREND,balanced_age_jittering,age,jittering,TBR_2,E,2.93,1.86,8
DIATREND,balanced_sex_smote,sex,smote,TBR_2,E,2.93,1.54,9
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_2,E,2.95,1.54,10
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_2,E,3.05,1.68,11
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_2,E,3.09,1.86,12
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_2,E,3.12,1.8,13
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_2,E,3.13,1.96,14
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_2,E,3.19,1.87,15
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_2,E,3.2,1.93,16
DIATREND,balanced_sex_jittering,sex,jittering,TBR_2,E,3.28,1.98,17
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_2,E,3.29,1.86,18
DIATREND,original,,original,TBR_2,E,3.47,2.02,19
DIATREND,balanced_age_undersampling,age,undersampling,TBR_2,E,4.15,3.3,20
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_2,E,4.18,3.57,21
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_2,A + B,0.18,0.4,1
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_2,A + B,0.15,0.34,2
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_2,A + B,0.08,0.17,3
DIATREND,balanced_age_oversampling,age,oversampling,TBR_2,A + B,0.0,0.0,4
DIATREND,balanced_age_jittering,age,jittering,TBR_2,A + B,0.0,0.0,5
DIATREND,balanced_age_smote,age,smote,TBR_2,A + B,0.0,0.0,6
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_2,A + B,0.0,0.0,7
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_2,A + B,0.0,0.0,8
DIATREND,balanced_age_undersampling,age,undersampling,TBR_2,A + B,0.0,0.0,9
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_2,A + B,0.0,0.0,10
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_2,A + B,0.0,0.0,11
DIATREND,balanced_sex_jittering,sex,jittering,TBR_2,A + B,0.0,0.0,12
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_2,A + B,0.0,0.0,13
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_2,A + B,0.0,0.0,14
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_2,A + B,0.0,0.0,15
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_2,A + B,0.0,0.0,16
DIATREND,balanced_sex_smote,sex,smote,TBR_2,A + B,0.0,0.0,17
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_2,A + B,0.0,0.0,18
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_2,A + B,0.0,0.0,19
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_2,A + B,0.0,0.0,20
DIATREND,original,,original,TBR_2,A + B,0.0,0.0,21
DIATREND,balanced_age_smote,age,smote,TBR_2,RMSE,72.71,6.82,1
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_2,RMSE,72.87,6.37,2
DIATREND,balanced_age_oversampling,age,oversampling,TBR_2,RMSE,73.23,7.0,3
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_2,RMSE,73.35,7.28,4
DIATREND,balanced_age_jittering,age,jittering,TBR_2,RMSE,73.55,7.47,5
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_2,RMSE,73.88,7.36,6
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_2,RMSE,73.88,7.09,7
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_2,RMSE,74.11,6.32,8
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_2,RMSE,74.15,6.25,9
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_2,RMSE,74.17,7.56,10
DIATREND,balanced_sex_smote,sex,smote,TBR_2,RMSE,74.32,6.6,11
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_2,RMSE,74.38,6.62,12
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_2,RMSE,74.59,6.65,13
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_2,RMSE,74.82,7.74,14
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_2,RMSE,74.93,7.43,15
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_2,RMSE,75.14,7.0,16
DIATREND,balanced_sex_jittering,sex,jittering,TBR_2,RMSE,75.15,7.34,17
DIATREND,original,,original,TBR_2,RMSE,75.28,7.33,18
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_2,RMSE,76.12,6.01,19
DIATREND,balanced_age_undersampling,age,undersampling,TBR_2,RMSE,78.96,7.05,20
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_2,RMSE,79.66,7.36,21
DIATREND,balanced_age_smote,age,smote,TBR_2,MSE,5324.19,999.03,1
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_2,MSE,5342.58,938.31,2
DIATREND,balanced_age_oversampling,age,oversampling,TBR_2,MSE,5401.55,1028.63,3
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_2,MSE,5422.5,1075.35,4
DIATREND,balanced_age_jittering,age,jittering,TBR_2,MSE,5454.86,1119.55,5
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_2,MSE,5497.88,1030.11,6
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_2,MSE,5501.85,1103.6,7
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_2,MSE,5524.15,940.92,8
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_2,MSE,5529.48,928.48,9
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_2,MSE,5547.59,1129.82,10
DIATREND,balanced_sex_smote,sex,smote,TBR_2,MSE,5557.56,985.25,11
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_2,MSE,5567.0,994.98,12
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_2,MSE,5599.4,1004.5,13
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_2,MSE,5645.62,1175.76,14
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_2,MSE,5658.78,1122.96,15
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_2,MSE,5685.14,1069.2,16
DIATREND,balanced_sex_jittering,sex,jittering,TBR_2,MSE,5690.96,1112.82,17
DIATREND,original,,original,TBR_2,MSE,5710.57,1119.85,18
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_2,MSE,5823.79,913.35,19
DIATREND,balanced_age_undersampling,age,undersampling,TBR_2,MSE,6273.92,1140.87,20
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_2,MSE,6389.28,1208.12,21
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_2,MAE,68.93,5.45,1
DIATREND,balanced_age_smote,age,smote,TBR_2,MAE,69.04,5.98,2
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_2,MAE,69.55,6.76,3
DIATREND,balanced_age_oversampling,age,oversampling,TBR_2,MAE,69.6,6.44,4
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_2,MAE,69.72,6.39,5
DIATREND,balanced_age_jittering,age,jittering,TBR_2,MAE,69.76,6.99,6
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_2,MAE,69.82,6.29,7
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_2,MAE,69.87,5.4,8
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_2,MAE,69.88,6.9,9
DIATREND,balanced_sex_smote,sex,smote,TBR_2,MAE,70.07,5.93,10
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_2,MAE,70.23,6.34,11
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_2,MAE,70.41,5.64,12
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_2,MAE,70.64,5.6,13
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_2,MAE,70.84,6.92,14
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_2,MAE,70.94,6.35,15
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_2,MAE,71.06,6.51,16
DIATREND,balanced_sex_jittering,sex,jittering,TBR_2,MAE,71.12,6.44,17
DIATREND,original,,original,TBR_2,MAE,71.22,6.14,18
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_2,MAE,72.87,5.11,19
DIATREND,balanced_age_undersampling,age,undersampling,TBR_2,MAE,75.43,5.57,20
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_2,MAE,76.39,5.88,21
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_2,MAPE,1.52,0.11,1
DIATREND,balanced_age_smote,age,smote,TBR_2,MAPE,1.52,0.12,2
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_2,MAPE,1.53,0.14,3
DIATREND,balanced_age_jittering,age,jittering,TBR_2,MAPE,1.54,0.14,4
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_2,MAPE,1.54,0.13,5
DIATREND,balanced_age_oversampling,age,oversampling,TBR_2,MAPE,1.54,0.13,6
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_2,MAPE,1.54,0.13,7
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_2,MAPE,1.54,0.11,8
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_2,MAPE,1.54,0.14,9
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_2,MAPE,1.55,0.11,10
DIATREND,balanced_sex_smote,sex,smote,TBR_2,MAPE,1.55,0.12,11
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_2,MAPE,1.55,0.13,12
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_2,MAPE,1.56,0.12,13
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_2,MAPE,1.56,0.14,14
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_2,MAPE,1.56,0.11,15
DIATREND,balanced_sex_jittering,sex,jittering,TBR_2,MAPE,1.57,0.13,16
DIATREND,original,,original,TBR_2,MAPE,1.57,0.12,17
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_2,MAPE,1.57,0.13,18
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_2,MAPE,1.61,0.1,19
DIATREND,balanced_age_undersampling,age,undersampling,TBR_2,MAPE,1.66,0.11,20
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_2,MAPE,1.69,0.12,21
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_1,A,0.28,0.24,1
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_1,A,0.13,0.23,2
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_1,A,0.13,0.29,3
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_1,A,0.08,0.14,4
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_1,A,0.08,0.17,5
DIATREND,balanced_age_oversampling,age,oversampling,TBR_1,A,0.07,0.09,6
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_1,A,0.07,0.13,7
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_1,A,0.05,0.07,8
DIATREND,balanced_sex_smote,sex,smote,TBR_1,A,0.04,0.04,9
DIATREND,balanced_sex_jittering,sex,jittering,TBR_1,A,0.04,0.06,10
DIATREND,balanced_age_jittering,age,jittering,TBR_1,A,0.03,0.07,11
DIATREND,original,,original,TBR_1,A,0.01,0.01,12
DIATREND,balanced_age_smote,age,smote,TBR_1,A,0.01,0.03,13
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_1,A,0.01,0.01,14
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_1,A,0.01,0.01,15
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_1,A,0.0,0.0,16
DIATREND,balanced_age_undersampling,age,undersampling,TBR_1,A,0.0,0.0,17
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_1,A,0.0,0.0,18
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_1,A,0.0,0.0,19
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_1,A,0.0,0.0,20
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_1,A,0.0,0.0,21
DIATREND,balanced_age_jittering,age,jittering,TBR_1,B,0.0,0.0,1
DIATREND,balanced_age_oversampling,age,oversampling,TBR_1,B,0.0,0.0,2
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_1,B,0.0,0.0,3
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_1,B,0.0,0.0,4
DIATREND,balanced_age_smote,age,smote,TBR_1,B,0.0,0.0,5
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_1,B,0.0,0.0,6
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_1,B,0.0,0.0,7
DIATREND,balanced_age_undersampling,age,undersampling,TBR_1,B,0.0,0.0,8
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_1,B,0.0,0.0,9
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_1,B,0.0,0.0,10
DIATREND,balanced_sex_jittering,sex,jittering,TBR_1,B,0.0,0.0,11
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_1,B,0.0,0.0,12
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_1,B,0.0,0.0,13
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_1,B,0.0,0.0,14
DIATREND,balanced_sex_smote,sex,smote,TBR_1,B,0.0,0.0,15
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_1,B,0.0,0.0,16
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_1,B,0.0,0.0,17
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_1,B,0.0,0.0,18
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_1,B,0.0,0.0,19
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_1,B,0.0,0.0,20
DIATREND,original,,original,TBR_1,B,0.0,0.0,21
DIATREND,balanced_age_jittering,age,jittering,TBR_1,C,0.0,0.0,1
DIATREND,balanced_age_oversampling,age,oversampling,TBR_1,C,0.0,0.0,2
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_1,C,0.0,0.0,3
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_1,C,0.0,0.0,4
DIATREND,balanced_age_smote,age,smote,TBR_1,C,0.0,0.0,5
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_1,C,0.0,0.0,6
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_1,C,0.0,0.0,7
DIATREND,balanced_age_undersampling,age,undersampling,TBR_1,C,0.0,0.0,8
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_1,C,0.0,0.0,9
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_1,C,0.0,0.0,10
DIATREND,balanced_sex_jittering,sex,jittering,TBR_1,C,0.0,0.0,11
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_1,C,0.0,0.0,12
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_1,C,0.0,0.0,13
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_1,C,0.0,0.0,14
DIATREND,balanced_sex_smote,sex,smote,TBR_1,C,0.0,0.0,15
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_1,C,0.0,0.0,16
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_1,C,0.0,0.0,17
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_1,C,0.0,0.0,18
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_1,C,0.0,0.0,19
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_1,C,0.0,0.0,20
DIATREND,original,,original,TBR_1,C,0.0,0.0,21
DIATREND,balanced_age_undersampling,age,undersampling,TBR_1,D,96.62,1.75,1
DIATREND,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_1,D,96.7,1.98,2
DIATREND,original,,original,TBR_1,D,97.11,1.26,3
DIATREND,balanced_sex_oversampling,sex,oversampling,TBR_1,D,97.16,0.94,4
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,TBR_1,D,97.19,1.2,5
DIATREND,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_1,D,97.2,1.14,6
DIATREND,balanced_sex_jittering,sex,jittering,TBR_1,D,97.22,1.24,7
DIATREND,balanced_age_tomek_links,age,tomek_links,TBR_1,D,97.24,1.31,8
DIATREND,balanced_sex_tomek_links,sex,tomek_links,TBR_1,D,97.25,1.15,9
DIATREND,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_1,D,97.28,1.23,10
DIATREND,balanced_sex_undersampling,sex,undersampling,TBR_1,D,97.29,1.2,11
DIATREND,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_1,D,97.35,1.25,12
DIATREND,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_1,D,97.37,1.13,13
DIATREND,balanced_sex_smote,sex,smote,TBR_1,D,97.38,1.05,14
DIATREND,balanced_age_undersampling_smote,age,undersampling_smote,TBR_1,D,97.53,1.12,15
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_1,D,97.53,1.14,16
DIATREND,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_1,D,97.58,1.11,17
DIATREND,balanced_age_jittering,age,jittering,TBR_1,D,97.59,1.16,18
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_1,D,97.61,1.18,19
DIATREND,balanced_age_oversampling,age,oversampling,TBR_1,D,97.65,1.14,20
DIATREND,balanced_age_smote,age,smote,TBR_1,D,97.67,1.1,21
DIATREND,balanced_age_oversampling,age,oversampling,TBR_1,E,2.28,1.15,1
DIATREND,balanced_age_smote,age,smote,TBR_1,E,2.32,1.09,2
DIATREND,balanced_age_jittering,age,jittering,TBR_1,E,2.38,1.19,3
DIATREND,balanced_age_smote_tomek,age,smote_tomek,TBR_1,E,2.39,1.18,4
DIATREND,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_1,E,2.42,1.08,5
