dataset,condition,dimension,technique,range,metric,mean,std,rank
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TIR,A,71.96,0.69,14
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TIR,A,71.95,0.42,15
REPLACE-BG,original,,original,TIR,A,71.95,0.7,16
REPLACE-BG,balanced_sex_smote,sex,smote,TIR,A,71.93,0.75,17
REPLACE-BG,balanced_age_jittering,age,jittering,TIR,A,71.86,0.55,18
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TIR,A,71.82,0.68,19
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TIR,A,71.68,0.51,20
REPLACE-BG,balanced_age_undersampling,age,undersampling,TIR,A,71.57,1.17,21
REPLACE-BG,balanced_age_undersampling,age,undersampling,TIR,B,28.26,1.14,1
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TIR,B,28.14,0.48,2
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TIR,B,28.02,0.66,3
REPLACE-BG,balanced_age_jittering,age,jittering,TIR,B,27.98,0.53,4
REPLACE-BG,balanced_sex_smote,sex,smote,TIR,B,27.91,0.72,5
REPLACE-BG,original,,original,TIR,B,27.88,0.67,6
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TIR,B,27.88,0.39,7
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TIR,B,27.87,0.66,8
REPLACE-BG,balanced_sex_smote_tomek,sex,smote_tomek,TIR,B,27.84,0.79,9
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TIR,B,27.83,0.79,10
REPLACE-BG,balanced_age_smote,age,smote,TIR,B,27.79,0.86,11
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TIR,B,27.78,0.89,12
REPLACE-BG,balanced_age_undersampling_smote,age,undersampling_smote,TIR,B,27.78,0.6,13
REPLACE-BG,balanced_sex_undersampling_smote,sex,undersampling_smote,TIR,B,27.76,0.58,14
REPLACE-BG,balanced_sex_oversampling,sex,oversampling,TIR,B,27.75,0.58,15
REPLACE-BG,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TIR,B,27.75,0.71,16
REPLACE-BG,balanced_age_oversampling,age,oversampling,TIR,B,27.71,0.49,17
REPLACE-BG,balanced_sex_jittering,sex,jittering,TIR,B,27.68,0.7,18
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TIR,B,27.65,0.59,19
REPLACE-BG,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TIR,B,27.59,0.63,20
REPLACE-BG,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TIR,B,27.52,0.64,21
REPLACE-BG,balanced_age_jittering,age,jittering,TIR,C,0.16,0.03,1
REPLACE-BG,balanced_age_oversampling,age,oversampling,TIR,C,0.16,0.03,2
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TIR,C,0.16,0.03,3
REPLACE-BG,balanced_age_smote,age,smote,TIR,C,0.16,0.03,4
REPLACE-BG,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TIR,C,0.16,0.03,5
REPLACE-BG,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TIR,C,0.16,0.03,6
REPLACE-BG,balanced_sex_jittering,sex,jittering,TIR,C,0.16,0.03,7
REPLACE-BG,balanced_age_undersampling_smote,age,undersampling_smote,TIR,C,0.16,0.04,8
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TIR,C,0.16,0.02,9
REPLACE-BG,balanced_age_undersampling,age,undersampling,TIR,C,0.17,0.04,10
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TIR,C,0.17,0.03,11
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TIR,C,0.17,0.03,12
REPLACE-BG,balanced_sex_oversampling,sex,oversampling,TIR,C,0.17,0.03,13
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TIR,C,0.17,0.02,14
REPLACE-BG,balanced_sex_smote,sex,smote,TIR,C,0.17,0.03,15
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TIR,C,0.17,0.03,16
REPLACE-BG,balanced_sex_smote_tomek,sex,smote_tomek,TIR,C,0.17,0.03,17
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TIR,C,0.17,0.03,18
REPLACE-BG,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TIR,C,0.17,0.03,19
REPLACE-BG,balanced_sex_undersampling_smote,sex,undersampling_smote,TIR,C,0.17,0.03,20
REPLACE-BG,original,,original,TIR,C,0.17,0.03,21
REPLACE-BG,balanced_age_jittering,age,jittering,TIR,D,0.0,0.0,1
REPLACE-BG,balanced_age_oversampling,age,oversampling,TIR,D,0.0,0.0,2
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TIR,D,0.0,0.0,3
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TIR,D,0.0,0.0,4
REPLACE-BG,balanced_age_smote,age,smote,TIR,D,0.0,0.0,5
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TIR,D,0.0,0.0,6
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TIR,D,0.0,0.0,7
REPLACE-BG,balanced_age_undersampling,age,undersampling,TIR,D,0.0,0.0,8
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TIR,D,0.0,0.0,9
REPLACE-BG,balanced_age_undersampling_smote,age,undersampling_smote,TIR,D,0.0,0.0,10
REPLACE-BG,balanced_sex_jittering,sex,jittering,TIR,D,0.0,0.0,11
REPLACE-BG,balanced_sex_oversampling,sex,oversampling,TIR,D,0.0,0.0,12
REPLACE-BG,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TIR,D,0.0,0.0,13
REPLACE-BG,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TIR,D,0.0,0.0,14
REPLACE-BG,balanced_sex_smote,sex,smote,TIR,D,0.0,0.0,15
REPLACE-BG,balanced_sex_smote_tomek,sex,smote_tomek,TIR,D,0.0,0.0,16
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TIR,D,0.0,0.0,17
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TIR,D,0.0,0.0,18
REPLACE-BG,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TIR,D,0.0,0.0,19
REPLACE-BG,balanced_sex_undersampling_smote,sex,undersampling_smote,TIR,D,0.0,0.0,20
REPLACE-BG,original,,original,TIR,D,0.0,0.0,21
REPLACE-BG,balanced_age_jittering,age,jittering,TIR,E,0.0,0.0,1
REPLACE-BG,balanced_age_oversampling,age,oversampling,TIR,E,0.0,0.0,2
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TIR,E,0.0,0.0,3
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TIR,E,0.0,0.0,4
REPLACE-BG,balanced_age_smote,age,smote,TIR,E,0.0,0.0,5
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TIR,E,0.0,0.0,6
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TIR,E,0.0,0.0,7
REPLACE-BG,balanced_age_undersampling,age,undersampling,TIR,E,0.0,0.0,8
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TIR,E,0.0,0.0,9
REPLACE-BG,balanced_age_undersampling_smote,age,undersampling_smote,TIR,E,0.0,0.0,10
REPLACE-BG,balanced_sex_jittering,sex,jittering,TIR,E,0.0,0.0,11
REPLACE-BG,balanced_sex_oversampling,sex,oversampling,TIR,E,0.0,0.0,12
REPLACE-BG,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TIR,E,0.0,0.0,13
REPLACE-BG,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TIR,E,0.0,0.0,14
REPLACE-BG,balanced_sex_smote,sex,smote,TIR,E,0.0,0.0,15
REPLACE-BG,balanced_sex_smote_tomek,sex,smote_tomek,TIR,E,0.0,0.0,16
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TIR,E,0.0,0.0,17
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TIR,E,0.0,0.0,18
REPLACE-BG,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TIR,E,0.0,0.0,19
REPLACE-BG,balanced_sex_undersampling_smote,sex,undersampling_smote,TIR,E,0.0,0.0,20
REPLACE-BG,original,,original,TIR,E,0.0,0.0,21
REPLACE-BG,balanced_age_jittering,age,jittering,TIR,A + B,99.84,0.02,1
REPLACE-BG,balanced_age_oversampling,age,oversampling,TIR,A + B,99.84,0.03,2
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TIR,A + B,99.84,0.03,3
REPLACE-BG,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TIR,A + B,99.84,0.03,4
REPLACE-BG,balanced_sex_jittering,sex,jittering,TIR,A + B,99.84,0.03,5
REPLACE-BG,balanced_sex_smote,sex,smote,TIR,A + B,99.84,0.03,6
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TIR,A + B,99.84,0.02,7
REPLACE-BG,balanced_age_undersampling_smote,age,undersampling_smote,TIR,A + B,99.84,0.04,8
REPLACE-BG,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TIR,A + B,99.84,0.03,9
REPLACE-BG,balanced_age_smote,age,smote,TIR,A + B,99.83,0.03,10
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TIR,A + B,99.83,0.03,11
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TIR,A + B,99.83,0.03,12
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TIR,A + B,99.83,0.03,13
REPLACE-BG,balanced_sex_oversampling,sex,oversampling,TIR,A + B,99.83,0.03,14
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TIR,A + B,99.83,0.03,15
REPLACE-BG,balanced_age_undersampling,age,undersampling,TIR,A + B,99.83,0.03,16
REPLACE-BG,balanced_sex_smote_tomek,sex,smote_tomek,TIR,A + B,99.83,0.03,17
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TIR,A + B,99.83,0.03,18
REPLACE-BG,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TIR,A + B,99.83,0.03,19
REPLACE-BG,balanced_sex_undersampling_smote,sex,undersampling_smote,TIR,A + B,99.83,0.03,20
REPLACE-BG,original,,original,TIR,A + B,99.83,0.03,21
REPLACE-BG,balanced_age_jittering,age,jittering,TIR,RMSE,25.64,0.51,1
REPLACE-BG,balanced_age_oversampling,age,oversampling,TIR,RMSE,25.66,0.58,2
REPLACE-BG,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TIR,RMSE,25.66,0.48,3
REPLACE-BG,original,,original,TIR,RMSE,25.66,0.55,4
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TIR,RMSE,25.67,0.55,5
REPLACE-BG,balanced_sex_smote,sex,smote,TIR,RMSE,25.69,0.51,6
REPLACE-BG,balanced_sex_jittering,sex,jittering,TIR,RMSE,25.74,0.57,7
REPLACE-BG,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TIR,RMSE,25.75,0.44,8
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TIR,RMSE,25.75,0.56,9
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TIR,RMSE,25.76,0.43,10
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TIR,RMSE,25.77,0.39,11
REPLACE-BG,balanced_sex_smote_tomek,sex,smote_tomek,TIR,RMSE,25.78,0.57,12
REPLACE-BG,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TIR,RMSE,25.78,0.53,13
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TIR,RMSE,25.79,0.51,14
REPLACE-BG,balanced_age_undersampling_smote,age,undersampling_smote,TIR,RMSE,25.8,0.72,15
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TIR,RMSE,25.8,0.46,16
REPLACE-BG,balanced_sex_oversampling,sex,oversampling,TIR,RMSE,25.81,0.5,17
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TIR,RMSE,25.81,0.46,18
REPLACE-BG,balanced_age_smote,age,smote,TIR,RMSE,25.83,0.54,19
REPLACE-BG,balanced_sex_undersampling_smote,sex,undersampling_smote,TIR,RMSE,25.85,0.6,20
REPLACE-BG,balanced_age_undersampling,age,undersampling,TIR,RMSE,25.91,0.61,21
REPLACE-BG,balanced_age_jittering,age,jittering,TIR,MSE,657.59,25.79,1
REPLACE-BG,original,,original,TIR,MSE,658.58,28.15,2
REPLACE-BG,balanced_age_oversampling,age,oversampling,TIR,MSE,658.72,29.54,3
REPLACE-BG,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TIR,MSE,658.74,24.43,4
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TIR,MSE,659.42,28.13,5
REPLACE-BG,balanced_sex_smote,sex,smote,TIR,MSE,660.09,26.19,6
REPLACE-BG,balanced_sex_jittering,sex,jittering,TIR,MSE,662.83,29.34,7
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TIR,MSE,663.35,29.03,8
REPLACE-BG,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TIR,MSE,663.45,22.59,9
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TIR,MSE,663.83,21.92,10
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TIR,MSE,664.26,20.27,11
REPLACE-BG,balanced_sex_smote_tomek,sex,smote_tomek,TIR,MSE,664.68,29.04,12
REPLACE-BG,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TIR,MSE,664.77,26.99,13
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TIR,MSE,665.52,26.09,14
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TIR,MSE,665.63,23.74,15
REPLACE-BG,balanced_age_undersampling_smote,age,undersampling_smote,TIR,MSE,665.86,36.78,16
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TIR,MSE,666.52,23.63,17
REPLACE-BG,balanced_sex_oversampling,sex,oversampling,TIR,MSE,666.57,25.76,18
REPLACE-BG,balanced_age_smote,age,smote,TIR,MSE,667.23,27.77,19
REPLACE-BG,balanced_sex_undersampling_smote,sex,undersampling_smote,TIR,MSE,668.51,30.74,20
REPLACE-BG,balanced_age_undersampling,age,undersampling,TIR,MSE,671.55,31.44,21
REPLACE-BG,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TIR,MAE,18.99,0.32,1
REPLACE-BG,original,,original,TIR,MAE,19.01,0.35,2
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TIR,MAE,19.03,0.38,3
REPLACE-BG,balanced_sex_jittering,sex,jittering,TIR,MAE,19.04,0.4,4
REPLACE-BG,balanced_age_jittering,age,jittering,TIR,MAE,19.05,0.28,5
REPLACE-BG,balanced_age_oversampling,age,oversampling,TIR,MAE,19.06,0.37,6
REPLACE-BG,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TIR,MAE,19.08,0.35,7
REPLACE-BG,balanced_sex_smote,sex,smote,TIR,MAE,19.08,0.39,8
REPLACE-BG,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TIR,MAE,19.09,0.31,9
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TIR,MAE,19.09,0.38,10
REPLACE-BG,balanced_sex_oversampling,sex,oversampling,TIR,MAE,19.09,0.33,11
REPLACE-BG,balanced_sex_smote_tomek,sex,smote_tomek,TIR,MAE,19.1,0.4,12
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TIR,MAE,19.11,0.3,13
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TIR,MAE,19.12,0.31,14
REPLACE-BG,balanced_age_undersampling_smote,age,undersampling_smote,TIR,MAE,19.12,0.42,15
REPLACE-BG,balanced_age_smote,age,smote,TIR,MAE,19.14,0.39,16
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TIR,MAE,19.14,0.31,17
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TIR,MAE,19.15,0.31,18
REPLACE-BG,balanced_sex_undersampling_smote,sex,undersampling_smote,TIR,MAE,19.15,0.33,19
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TIR,MAE,19.18,0.31,20
REPLACE-BG,balanced_age_undersampling,age,undersampling,TIR,MAE,19.23,0.44,21
REPLACE-BG,balanced_age_jittering,age,jittering,TIR,MAPE,0.16,0.0,1
REPLACE-BG,balanced_age_oversampling,age,oversampling,TIR,MAPE,0.16,0.0,2
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TIR,MAPE,0.16,0.0,3
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TIR,MAPE,0.16,0.0,4
REPLACE-BG,balanced_age_smote,age,smote,TIR,MAPE,0.16,0.0,5
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TIR,MAPE,0.16,0.0,6
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TIR,MAPE,0.16,0.0,7
REPLACE-BG,balanced_age_undersampling,age,undersampling,TIR,MAPE,0.16,0.0,8
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TIR,MAPE,0.16,0.0,9
REPLACE-BG,balanced_age_undersampling_smote,age,undersampling_smote,TIR,MAPE,0.16,0.0,10
REPLACE-BG,balanced_sex_jittering,sex,jittering,TIR,MAPE,0.16,0.0,11
REPLACE-BG,balanced_sex_oversampling,sex,oversampling,TIR,MAPE,0.16,0.0,12
REPLACE-BG,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TIR,MAPE,0.16,0.0,13
REPLACE-BG,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TIR,MAPE,0.16,0.0,14
REPLACE-BG,balanced_sex_smote,sex,smote,TIR,MAPE,0.16,0.0,15
REPLACE-BG,balanced_sex_smote_tomek,sex,smote_tomek,TIR,MAPE,0.16,0.0,16
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TIR,MAPE,0.16,0.0,17
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TIR,MAPE,0.16,0.0,18
REPLACE-BG,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TIR,MAPE,0.16,0.0,19
REPLACE-BG,balanced_sex_undersampling_smote,sex,undersampling_smote,TIR,MAPE,0.16,0.0,20
REPLACE-BG,original,,original,TIR,MAPE,0.16,0.0,21
REPLACE-BG,balanced_sex_oversampling,sex,oversampling,TAR_1,A,69.34,1.51,1
REPLACE-BG,balanced_sex_smote_tomek,sex,smote_tomek,TAR_1,A,69.31,1.09,2
REPLACE-BG,balanced_sex_jittering,sex,jittering,TAR_1,A,69.27,1.87,3
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TAR_1,A,69.25,1.31,4
REPLACE-BG,original,,original,TAR_1,A,69.22,1.58,5
REPLACE-BG,balanced_age_undersampling,age,undersampling,TAR_1,A,69.2,1.28,6
REPLACE-BG,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TAR_1,A,69.05,1.06,7
REPLACE-BG,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TAR_1,A,69.02,1.24,8
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TAR_1,A,69.0,1.05,9
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TAR_1,A,68.99,1.03,10
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TAR_1,A,68.96,1.53,11
REPLACE-BG,balanced_age_undersampling_smote,age,undersampling_smote,TAR_1,A,68.96,1.2,12
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TAR_1,A,68.75,1.12,13
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TAR_1,A,68.72,1.77,14
REPLACE-BG,balanced_age_smote,age,smote,TAR_1,A,68.71,1.0,15
REPLACE-BG,balanced_sex_smote,sex,smote,TAR_1,A,68.69,2.02,16
REPLACE-BG,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TAR_1,A,68.66,1.22,17
REPLACE-BG,balanced_sex_undersampling_smote,sex,undersampling_smote,TAR_1,A,68.64,1.34,18
REPLACE-BG,balanced_age_oversampling,age,oversampling,TAR_1,A,68.44,1.37,19
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TAR_1,A,68.4,1.33,20
REPLACE-BG,balanced_age_jittering,age,jittering,TAR_1,A,68.21,1.75,21
REPLACE-BG,balanced_age_jittering,age,jittering,TAR_1,B,29.85,1.69,1
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TAR_1,B,29.71,1.27,2
REPLACE-BG,balanced_age_oversampling,age,oversampling,TAR_1,B,29.64,1.33,3
REPLACE-BG,balanced_sex_undersampling_smote,sex,undersampling_smote,TAR_1,B,29.48,1.32,4
REPLACE-BG,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TAR_1,B,29.44,1.16,5
REPLACE-BG,balanced_age_smote,age,smote,TAR_1,B,29.42,0.98,6
REPLACE-BG,balanced_sex_smote,sex,smote,TAR_1,B,29.42,1.91,7
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TAR_1,B,29.39,1.69,8
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TAR_1,B,29.37,1.11,9
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TAR_1,B,29.19,1.46,10
REPLACE-BG,balanced_age_undersampling_smote,age,undersampling_smote,TAR_1,B,29.17,1.17,11
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TAR_1,B,29.15,1.02,12
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TAR_1,B,29.13,1.01,13
REPLACE-BG,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TAR_1,B,29.09,1.19,14
REPLACE-BG,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TAR_1,B,29.09,1.04,15
REPLACE-BG,balanced_age_undersampling,age,undersampling,TAR_1,B,28.98,1.25,16
REPLACE-BG,original,,original,TAR_1,B,28.92,1.52,17
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TAR_1,B,28.91,1.24,18
REPLACE-BG,balanced_sex_jittering,sex,jittering,TAR_1,B,28.86,1.78,19
REPLACE-BG,balanced_sex_smote_tomek,sex,smote_tomek,TAR_1,B,28.84,1.06,20
REPLACE-BG,balanced_sex_oversampling,sex,oversampling,TAR_1,B,28.81,1.47,21
REPLACE-BG,balanced_age_undersampling,age,undersampling,TAR_1,C,0.02,0.01,1
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TAR_1,C,0.03,0.02,2
REPLACE-BG,balanced_sex_smote,sex,smote,TAR_1,C,0.03,0.01,3
REPLACE-BG,balanced_sex_jittering,sex,jittering,TAR_1,C,0.03,0.01,4
REPLACE-BG,original,,original,TAR_1,C,0.03,0.01,5
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TAR_1,C,0.03,0.02,6
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TAR_1,C,0.04,0.01,7
REPLACE-BG,balanced_age_smote,age,smote,TAR_1,C,0.04,0.01,8
REPLACE-BG,balanced_sex_oversampling,sex,oversampling,TAR_1,C,0.04,0.0,9
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TAR_1,C,0.04,0.01,10
REPLACE-BG,balanced_age_undersampling_smote,age,undersampling_smote,TAR_1,C,0.04,0.01,11
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TAR_1,C,0.04,0.02,12
REPLACE-BG,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TAR_1,C,0.04,0.01,13
REPLACE-BG,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TAR_1,C,0.04,0.01,14
REPLACE-BG,balanced_age_oversampling,age,oversampling,TAR_1,C,0.04,0.01,15
REPLACE-BG,balanced_age_jittering,age,jittering,TAR_1,C,0.04,0.01,16
REPLACE-BG,balanced_sex_undersampling_smote,sex,undersampling_smote,TAR_1,C,0.04,0.01,17
REPLACE-BG,balanced_sex_smote_tomek,sex,smote_tomek,TAR_1,C,0.04,0.01,18
REPLACE-BG,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TAR_1,C,0.04,0.02,19
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TAR_1,C,0.04,0.01,20
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TAR_1,C,0.05,0.01,21
REPLACE-BG,balanced_age_undersampling,age,undersampling,TAR_1,D,1.8,0.06,1
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TAR_1,D,1.8,0.07,2
REPLACE-BG,balanced_sex_oversampling,sex,oversampling,TAR_1,D,1.81,0.04,3
REPLACE-BG,balanced_sex_smote_tomek,sex,smote_tomek,TAR_1,D,1.81,0.04,4
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TAR_1,D,1.82,0.08,5
REPLACE-BG,balanced_sex_undersampling,sex,undersampling,TAR_1,D,1.82,0.04,6
REPLACE-BG,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TAR_1,D,1.82,0.04,7
REPLACE-BG,balanced_age_undersampling_smote,age,undersampling_smote,TAR_1,D,1.83,0.03,8
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TAR_1,D,1.83,0.05,9
REPLACE-BG,original,,original,TAR_1,D,1.83,0.06,10
REPLACE-BG,balanced_sex_jittering,sex,jittering,TAR_1,D,1.83,0.09,11
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TAR_1,D,1.84,0.08,12
REPLACE-BG,balanced_sex_undersampling_smote,sex,undersampling_smote,TAR_1,D,1.84,0.03,13
REPLACE-BG,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TAR_1,D,1.84,0.07,14
REPLACE-BG,balanced_age_smote,age,smote,TAR_1,D,1.84,0.05,15
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TAR_1,D,1.85,0.09,16
REPLACE-BG,balanced_sex_tomek_links,sex,tomek_links,TAR_1,D,1.85,0.03,17
REPLACE-BG,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TAR_1,D,1.86,0.09,18
REPLACE-BG,balanced_sex_smote,sex,smote,TAR_1,D,1.86,0.11,19
REPLACE-BG,balanced_age_oversampling,age,oversampling,TAR_1,D,1.87,0.04,20
REPLACE-BG,balanced_age_jittering,age,jittering,TAR_1,D,1.9,0.06,21
REPLACE-BG,balanced_age_jittering,age,jittering,TAR_1,E,0.0,0.0,1
REPLACE-BG,balanced_age_oversampling,age,oversampling,TAR_1,E,0.0,0.0,2
REPLACE-BG,balanced_age_oversampling_tomek,age,oversampling_tomek,TAR_1,E,0.0,0.0,3
REPLACE-BG,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TAR_1,E,0.0,0.0,4
REPLACE-BG,balanced_age_smote,age,smote,TAR_1,E,0.0,0.0,5
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,TAR_1,E,0.0,0.0,6
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,TAR_1,E,0.0,0.0,7
REPLACE-BG,balanced_age_undersampling,age,undersampling,TAR_1,E,0.0,0.0,8
