dataset,condition,dimension,technique,is_original,fold,range,metric,value
DIATREND,balanced_age_smote,age,smote,False,3,ENTIRE,A,66.88
DIATREND,balanced_age_smote,age,smote,False,3,ENTIRE,B,29.21
DIATREND,balanced_age_smote,age,smote,False,3,ENTIRE,C,0.23
DIATREND,balanced_age_smote,age,smote,False,3,ENTIRE,D,3.65
DIATREND,balanced_age_smote,age,smote,False,3,ENTIRE,E,0.03
DIATREND,balanced_age_smote,age,smote,False,3,ENTIRE,A + B,96.09
DIATREND,balanced_age_smote,age,smote,False,3,ENTIRE,RMSE,43.44
DIATREND,balanced_age_smote,age,smote,False,3,ENTIRE,MSE,1887.02
DIATREND,balanced_age_smote,age,smote,False,3,ENTIRE,MAE,31.99
DIATREND,balanced_age_smote,age,smote,False,3,ENTIRE,MAPE,0.18
DIATREND,balanced_age_smote,age,smote,False,4,TBR_2,A,0.0
DIATREND,balanced_age_smote,age,smote,False,4,TBR_2,B,0.0
DIATREND,balanced_age_smote,age,smote,False,4,TBR_2,C,0.0
DIATREND,balanced_age_smote,age,smote,False,4,TBR_2,D,98.16
DIATREND,balanced_age_smote,age,smote,False,4,TBR_2,E,1.84
DIATREND,balanced_age_smote,age,smote,False,4,TBR_2,A + B,0.0
DIATREND,balanced_age_smote,age,smote,False,4,TBR_2,RMSE,67.47
DIATREND,balanced_age_smote,age,smote,False,4,TBR_2,MSE,4552.67
DIATREND,balanced_age_smote,age,smote,False,4,TBR_2,MAE,63.71
DIATREND,balanced_age_smote,age,smote,False,4,TBR_2,MAPE,1.43
DIATREND,balanced_age_smote,age,smote,False,4,TBR_1,A,0.03
DIATREND,balanced_age_smote,age,smote,False,4,TBR_1,B,0.0
DIATREND,balanced_age_smote,age,smote,False,4,TBR_1,C,0.0
DIATREND,balanced_age_smote,age,smote,False,4,TBR_1,D,98.14
DIATREND,balanced_age_smote,age,smote,False,4,TBR_1,E,1.83
DIATREND,balanced_age_smote,age,smote,False,4,TBR_1,A + B,0.03
DIATREND,balanced_age_smote,age,smote,False,4,TBR_1,RMSE,54.78
DIATREND,balanced_age_smote,age,smote,False,4,TBR_1,MSE,3001.27
DIATREND,balanced_age_smote,age,smote,False,4,TBR_1,MAE,50.51
DIATREND,balanced_age_smote,age,smote,False,4,TBR_1,MAPE,0.81
DIATREND,balanced_age_smote,age,smote,False,4,TIR,A,66.2
DIATREND,balanced_age_smote,age,smote,False,4,TIR,B,33.28
DIATREND,balanced_age_smote,age,smote,False,4,TIR,C,0.52
DIATREND,balanced_age_smote,age,smote,False,4,TIR,D,0.0
DIATREND,balanced_age_smote,age,smote,False,4,TIR,E,0.0
DIATREND,balanced_age_smote,age,smote,False,4,TIR,A + B,99.48
DIATREND,balanced_age_smote,age,smote,False,4,TIR,RMSE,30.17
DIATREND,balanced_age_smote,age,smote,False,4,TIR,MSE,910.43
DIATREND,balanced_age_smote,age,smote,False,4,TIR,MAE,22.56
DIATREND,balanced_age_smote,age,smote,False,4,TIR,MAPE,0.18
DIATREND,balanced_age_smote,age,smote,False,4,TAR_1,A,65.92
DIATREND,balanced_age_smote,age,smote,False,4,TAR_1,B,31.32
DIATREND,balanced_age_smote,age,smote,False,4,TAR_1,C,0.15
DIATREND,balanced_age_smote,age,smote,False,4,TAR_1,D,2.61
DIATREND,balanced_age_smote,age,smote,False,4,TAR_1,E,0.0
DIATREND,balanced_age_smote,age,smote,False,4,TAR_1,A + B,97.24
DIATREND,balanced_age_smote,age,smote,False,4,TAR_1,RMSE,45.68
DIATREND,balanced_age_smote,age,smote,False,4,TAR_1,MSE,2087.08
DIATREND,balanced_age_smote,age,smote,False,4,TAR_1,MAE,36.23
DIATREND,balanced_age_smote,age,smote,False,4,TAR_1,MAPE,0.17
DIATREND,balanced_age_smote,age,smote,False,4,TAR_2,A,55.22
DIATREND,balanced_age_smote,age,smote,False,4,TAR_2,B,35.35
DIATREND,balanced_age_smote,age,smote,False,4,TAR_2,C,0.0
DIATREND,balanced_age_smote,age,smote,False,4,TAR_2,D,9.43
DIATREND,balanced_age_smote,age,smote,False,4,TAR_2,E,0.0
DIATREND,balanced_age_smote,age,smote,False,4,TAR_2,A + B,90.57
DIATREND,balanced_age_smote,age,smote,False,4,TAR_2,RMSE,72.99
DIATREND,balanced_age_smote,age,smote,False,4,TAR_2,MSE,5327.93
DIATREND,balanced_age_smote,age,smote,False,4,TAR_2,MAE,61.56
DIATREND,balanced_age_smote,age,smote,False,4,TAR_2,MAPE,0.2
DIATREND,balanced_age_smote,age,smote,False,4,ENTIRE,A,62.41
DIATREND,balanced_age_smote,age,smote,False,4,ENTIRE,B,32.41
DIATREND,balanced_age_smote,age,smote,False,4,ENTIRE,C,0.3
DIATREND,balanced_age_smote,age,smote,False,4,ENTIRE,D,4.84
DIATREND,balanced_age_smote,age,smote,False,4,ENTIRE,E,0.04
DIATREND,balanced_age_smote,age,smote,False,4,ENTIRE,A + B,94.82
DIATREND,balanced_age_smote,age,smote,False,4,ENTIRE,RMSE,46.98
DIATREND,balanced_age_smote,age,smote,False,4,ENTIRE,MSE,2207.4
DIATREND,balanced_age_smote,age,smote,False,4,ENTIRE,MAE,35.15
DIATREND,balanced_age_smote,age,smote,False,4,ENTIRE,MAPE,0.2
DIATREND,balanced_age_smote,age,smote,False,5,TBR_2,A,5.93
DIATREND,balanced_age_smote,age,smote,False,5,TBR_2,B,0.0
DIATREND,balanced_age_smote,age,smote,False,5,TBR_2,C,0.0
DIATREND,balanced_age_smote,age,smote,False,5,TBR_2,D,92.94
DIATREND,balanced_age_smote,age,smote,False,5,TBR_2,E,1.13
DIATREND,balanced_age_smote,age,smote,False,5,TBR_2,A + B,5.93
DIATREND,balanced_age_smote,age,smote,False,5,TBR_2,RMSE,64.66
DIATREND,balanced_age_smote,age,smote,False,5,TBR_2,MSE,4180.67
DIATREND,balanced_age_smote,age,smote,False,5,TBR_2,MAE,60.76
DIATREND,balanced_age_smote,age,smote,False,5,TBR_2,MAPE,1.35
DIATREND,balanced_age_smote,age,smote,False,5,TBR_1,A,1.16
DIATREND,balanced_age_smote,age,smote,False,5,TBR_1,B,0.0
DIATREND,balanced_age_smote,age,smote,False,5,TBR_1,C,0.0
DIATREND,balanced_age_smote,age,smote,False,5,TBR_1,D,97.51
DIATREND,balanced_age_smote,age,smote,False,5,TBR_1,E,1.33
DIATREND,balanced_age_smote,age,smote,False,5,TBR_1,A + B,1.16
DIATREND,balanced_age_smote,age,smote,False,5,TBR_1,RMSE,52.48
DIATREND,balanced_age_smote,age,smote,False,5,TBR_1,MSE,2754.36
DIATREND,balanced_age_smote,age,smote,False,5,TBR_1,MAE,48.68
DIATREND,balanced_age_smote,age,smote,False,5,TBR_1,MAPE,0.78
DIATREND,balanced_age_smote,age,smote,False,5,TIR,A,66.56
DIATREND,balanced_age_smote,age,smote,False,5,TIR,B,32.83
DIATREND,balanced_age_smote,age,smote,False,5,TIR,C,0.61
DIATREND,balanced_age_smote,age,smote,False,5,TIR,D,0.0
DIATREND,balanced_age_smote,age,smote,False,5,TIR,E,0.0
DIATREND,balanced_age_smote,age,smote,False,5,TIR,A + B,99.39
DIATREND,balanced_age_smote,age,smote,False,5,TIR,RMSE,29.8
DIATREND,balanced_age_smote,age,smote,False,5,TIR,MSE,888.01
DIATREND,balanced_age_smote,age,smote,False,5,TIR,MAE,21.93
DIATREND,balanced_age_smote,age,smote,False,5,TIR,MAPE,0.19
DIATREND,balanced_age_smote,age,smote,False,5,TAR_1,A,66.57
DIATREND,balanced_age_smote,age,smote,False,5,TAR_1,B,30.58
DIATREND,balanced_age_smote,age,smote,False,5,TAR_1,C,0.36
DIATREND,balanced_age_smote,age,smote,False,5,TAR_1,D,2.48
DIATREND,balanced_age_smote,age,smote,False,5,TAR_1,E,0.0
DIATREND,balanced_age_smote,age,smote,False,5,TAR_1,A + B,97.15
DIATREND,balanced_age_smote,age,smote,False,5,TAR_1,RMSE,45.89
DIATREND,balanced_age_smote,age,smote,False,5,TAR_1,MSE,2106.24
DIATREND,balanced_age_smote,age,smote,False,5,TAR_1,MAE,36.45
DIATREND,balanced_age_smote,age,smote,False,5,TAR_1,MAPE,0.17
DIATREND,balanced_age_smote,age,smote,False,5,TAR_2,A,56.84
DIATREND,balanced_age_smote,age,smote,False,5,TAR_2,B,33.07
DIATREND,balanced_age_smote,age,smote,False,5,TAR_2,C,0.0
DIATREND,balanced_age_smote,age,smote,False,5,TAR_2,D,10.09
DIATREND,balanced_age_smote,age,smote,False,5,TAR_2,E,0.0
DIATREND,balanced_age_smote,age,smote,False,5,TAR_2,A + B,89.91
DIATREND,balanced_age_smote,age,smote,False,5,TAR_2,RMSE,78.55
DIATREND,balanced_age_smote,age,smote,False,5,TAR_2,MSE,6169.49
DIATREND,balanced_age_smote,age,smote,False,5,TAR_2,MAE,65.14
DIATREND,balanced_age_smote,age,smote,False,5,TAR_2,MAPE,0.21
DIATREND,balanced_age_smote,age,smote,False,5,ENTIRE,A,62.79
DIATREND,balanced_age_smote,age,smote,False,5,ENTIRE,B,31.43
DIATREND,balanced_age_smote,age,smote,False,5,ENTIRE,C,0.41
DIATREND,balanced_age_smote,age,smote,False,5,ENTIRE,D,5.35
DIATREND,balanced_age_smote,age,smote,False,5,ENTIRE,E,0.04
DIATREND,balanced_age_smote,age,smote,False,5,ENTIRE,A + B,94.22
DIATREND,balanced_age_smote,age,smote,False,5,ENTIRE,RMSE,48.5
DIATREND,balanced_age_smote,age,smote,False,5,ENTIRE,MSE,2352.35
DIATREND,balanced_age_smote,age,smote,False,5,ENTIRE,MAE,35.36
DIATREND,balanced_age_smote,age,smote,False,5,ENTIRE,MAPE,0.21
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_2,A,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_2,B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_2,C,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_2,D,95.03
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_2,E,4.97
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_2,A + B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_2,RMSE,82.67
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_2,MSE,6834.46
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_2,MAE,77.99
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_2,MAPE,1.69
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_1,A,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_1,B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_1,C,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_1,D,96.41
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_1,E,3.59
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_1,A + B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_1,RMSE,63.74
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_1,MSE,4063.14
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_1,MAE,58.58
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TBR_1,MAPE,0.93
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TIR,A,68.26
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TIR,B,31.21
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TIR,C,0.52
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TIR,D,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TIR,E,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TIR,A + B,99.47
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TIR,RMSE,30.37
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TIR,MSE,922.41
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TIR,MAE,22.44
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TIR,MAPE,0.18
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_1,A,71.11
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_1,B,26.72
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_1,C,0.04
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_1,D,2.13
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_1,E,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_1,A + B,97.83
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_1,RMSE,41.98
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_1,MSE,1762.01
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_1,MAE,32.78
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_1,MAPE,0.15
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_2,A,57.72
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_2,B,31.45
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_2,C,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_2,D,10.82
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_2,E,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_2,A + B,89.17
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_2,RMSE,70.89
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_2,MSE,5024.77
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_2,MAE,58.71
DIATREND,balanced_age_undersampling,age,undersampling,False,1,TAR_2,MAPE,0.2
DIATREND,balanced_age_undersampling,age,undersampling,False,1,ENTIRE,A,66.97
DIATREND,balanced_age_undersampling,age,undersampling,False,1,ENTIRE,B,29.5
DIATREND,balanced_age_undersampling,age,undersampling,False,1,ENTIRE,C,0.28
DIATREND,balanced_age_undersampling,age,undersampling,False,1,ENTIRE,D,3.22
DIATREND,balanced_age_undersampling,age,undersampling,False,1,ENTIRE,E,0.03
DIATREND,balanced_age_undersampling,age,undersampling,False,1,ENTIRE,A + B,96.47
DIATREND,balanced_age_undersampling,age,undersampling,False,1,ENTIRE,RMSE,43.26
DIATREND,balanced_age_undersampling,age,undersampling,False,1,ENTIRE,MSE,1871.43
DIATREND,balanced_age_undersampling,age,undersampling,False,1,ENTIRE,MAE,31.86
DIATREND,balanced_age_undersampling,age,undersampling,False,1,ENTIRE,MAPE,0.18
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_2,A,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_2,B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_2,C,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_2,D,92.91
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_2,E,7.09
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_2,A + B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_2,RMSE,84.52
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_2,MSE,7144.25
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_2,MAE,78.8
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_2,MAPE,1.73
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_1,A,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_1,B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_1,C,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_1,D,94.88
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_1,E,5.12
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_1,A + B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_1,RMSE,65.53
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_1,MSE,4294.58
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_1,MAE,59.24
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TBR_1,MAPE,0.95
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TIR,A,66.54
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TIR,B,32.4
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TIR,C,1.06
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TIR,D,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TIR,E,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TIR,A + B,98.94
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TIR,RMSE,32.19
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TIR,MSE,1035.95
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TIR,MAE,23.08
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TIR,MAPE,0.19
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_1,A,70.96
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_1,B,26.87
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_1,C,0.11
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_1,D,2.06
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_1,E,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_1,A + B,97.83
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_1,RMSE,41.96
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_1,MSE,1760.63
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_1,MAE,32.94
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_1,MAPE,0.15
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_2,A,58.46
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_2,B,31.97
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_2,C,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_2,D,9.57
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_2,E,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_2,A + B,90.43
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_2,RMSE,70.51
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_2,MSE,4971.86
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_2,MAE,58.9
DIATREND,balanced_age_undersampling,age,undersampling,False,2,TAR_2,MAPE,0.2
DIATREND,balanced_age_undersampling,age,undersampling,False,2,ENTIRE,A,65.42
DIATREND,balanced_age_undersampling,age,undersampling,False,2,ENTIRE,B,30.11
DIATREND,balanced_age_undersampling,age,undersampling,False,2,ENTIRE,C,0.58
DIATREND,balanced_age_undersampling,age,undersampling,False,2,ENTIRE,D,3.79
DIATREND,balanced_age_undersampling,age,undersampling,False,2,ENTIRE,E,0.09
DIATREND,balanced_age_undersampling,age,undersampling,False,2,ENTIRE,A + B,95.53
DIATREND,balanced_age_undersampling,age,undersampling,False,2,ENTIRE,RMSE,44.25
DIATREND,balanced_age_undersampling,age,undersampling,False,2,ENTIRE,MSE,1957.87
DIATREND,balanced_age_undersampling,age,undersampling,False,2,ENTIRE,MAE,32.54
DIATREND,balanced_age_undersampling,age,undersampling,False,2,ENTIRE,MAPE,0.2
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_2,A,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_2,B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_2,C,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_2,D,97.91
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_2,E,2.09
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_2,A + B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_2,RMSE,70.13
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_2,MSE,4918.52
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_2,MAE,66.86
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_2,MAPE,1.47
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_1,A,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_1,B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_1,C,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_1,D,98.15
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_1,E,1.85
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_1,A + B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_1,RMSE,55.72
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_1,MSE,3105.26
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_1,MAE,51.95
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TBR_1,MAPE,0.83
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TIR,A,69.56
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TIR,B,30.01
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TIR,C,0.43
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TIR,D,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TIR,E,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TIR,A + B,99.57
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TIR,RMSE,28.4
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TIR,MSE,806.73
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TIR,MAE,20.96
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TIR,MAPE,0.17
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_1,A,71.27
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_1,B,26.63
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_1,C,0.1
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_1,D,2.01
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_1,E,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_1,A + B,97.9
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_1,RMSE,41.61
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_1,MSE,1731.8
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_1,MAE,32.94
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_1,MAPE,0.15
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_2,A,60.08
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_2,B,32.31
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_2,C,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_2,D,7.61
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_2,E,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_2,A + B,92.39
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_2,RMSE,69.89
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_2,MSE,4884.38
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_2,MAE,58.78
DIATREND,balanced_age_undersampling,age,undersampling,False,3,TAR_2,MAPE,0.19
DIATREND,balanced_age_undersampling,age,undersampling,False,3,ENTIRE,A,67.19
DIATREND,balanced_age_undersampling,age,undersampling,False,3,ENTIRE,B,29.03
DIATREND,balanced_age_undersampling,age,undersampling,False,3,ENTIRE,C,0.25
DIATREND,balanced_age_undersampling,age,undersampling,False,3,ENTIRE,D,3.49
DIATREND,balanced_age_undersampling,age,undersampling,False,3,ENTIRE,E,0.03
DIATREND,balanced_age_undersampling,age,undersampling,False,3,ENTIRE,A + B,96.22
DIATREND,balanced_age_undersampling,age,undersampling,False,3,ENTIRE,RMSE,43.12
DIATREND,balanced_age_undersampling,age,undersampling,False,3,ENTIRE,MSE,1859.13
DIATREND,balanced_age_undersampling,age,undersampling,False,3,ENTIRE,MAE,31.8
DIATREND,balanced_age_undersampling,age,undersampling,False,3,ENTIRE,MAPE,0.18
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_2,A,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_2,B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_2,C,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_2,D,97.69
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_2,E,2.31
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_2,A + B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_2,RMSE,69.61
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_2,MSE,4845.08
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_2,MAE,66.13
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_2,MAPE,1.48
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_1,A,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_1,B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_1,C,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_1,D,97.71
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_1,E,2.29
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_1,A + B,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_1,RMSE,57.56
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_1,MSE,3312.98
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_1,MAE,53.54
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TBR_1,MAPE,0.86
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TIR,A,64.7
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TIR,B,34.71
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TIR,C,0.59
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TIR,D,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TIR,E,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TIR,A + B,99.41
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TIR,RMSE,30.83
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TIR,MSE,950.36
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TIR,MAE,23.15
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TIR,MAPE,0.19
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TAR_1,A,68.3
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TAR_1,B,29.24
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TAR_1,C,0.07
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TAR_1,D,2.39
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TAR_1,E,0.0
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TAR_1,A + B,97.54
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TAR_1,RMSE,43.85
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TAR_1,MSE,1923.18
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TAR_1,MAE,34.46
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TAR_1,MAPE,0.16
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TAR_2,A,55.09
DIATREND,balanced_age_undersampling,age,undersampling,False,4,TAR_2,B,36.39
