dataset,condition,dimension,technique,is_original,family_size,family_mechanism,range,metric,mean,std,baseline_mean,delta_abs,delta_pct,improvement_pct
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TBR_1,MAE,38.42,1.33,38.57,-0.14999999999999858,-0.3889032927145413,0.3889032927145413
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TBR_1,MAPE,0.62,0.02,0.62,0.0,0.0,-0.0
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TIR,A,72.01,0.82,71.95,0.060000000000002274,0.08339124391939162,0.08339124391939162
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TIR,B,27.83,0.79,27.88,-0.05000000000000071,-0.17934002869440716,
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TIR,C,0.17,0.03,0.17,0.0,0.0,-0.0
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TIR,D,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TIR,E,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TIR,A + B,99.83,0.03,99.83,0.0,0.0,0.0
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TIR,RMSE,25.77,0.39,25.66,0.10999999999999943,0.42868277474668526,-0.42868277474668526
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TIR,MSE,664.26,20.27,658.58,5.67999999999995,0.862461659935004,-0.862461659935004
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TIR,MAE,19.14,0.31,19.01,0.129999999999999,0.6838506049447606,-0.6838506049447606
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TIR,MAPE,0.16,0.0,0.16,0.0,0.0,-0.0
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_1,A,68.4,1.33,69.22,-0.8199999999999932,-1.184628720023105,-1.184628720023105
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_1,B,29.71,1.27,28.92,0.7899999999999991,2.731673582295986,
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_1,C,0.04,0.01,0.03,0.010000000000000002,33.33333333333334,-33.33333333333334
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_1,D,1.84,0.08,1.83,0.010000000000000009,0.5464480874316944,-0.5464480874316944
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_1,E,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_1,A + B,98.11,0.08,98.14,-0.030000000000001137,-0.030568575504382654,-0.030568575504382654
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_1,RMSE,43.72,0.94,43.18,0.5399999999999991,1.2505789717461768,-1.2505789717461768
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_1,MSE,1912.12,83.07,1865.19,46.929999999999836,2.5160975557449823,-2.5160975557449823
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_1,MAE,34.97,0.78,34.56,0.4099999999999966,1.1863425925925826,-1.1863425925925826
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_1,MAPE,0.17,0.0,0.16,0.010000000000000009,6.250000000000005,-6.250000000000005
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_2,A,58.79,1.66,55.88,2.9099999999999966,5.207587687902642,5.207587687902642
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_2,B,31.72,1.07,34.73,-3.009999999999998,-8.666858623668293,
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_2,C,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_2,D,9.49,1.09,9.39,0.09999999999999964,1.0649627263045756,-1.0649627263045756
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_2,E,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_2,A + B,90.51,1.09,90.61,-0.09999999999999432,-0.11036309458116579,-0.11036309458116579
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_2,RMSE,68.02,0.99,69.31,-1.2900000000000063,-1.8612032895686137,1.8612032895686137
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_2,MSE,4627.76,134.67,4804.83,-177.0699999999997,-3.685250050470042,3.685250050470042
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_2,MAE,57.68,1.02,59.37,-1.6899999999999977,-2.846555499410473,2.846555499410473
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,TAR_2,MAPE,0.2,0.0,0.2,0.0,0.0,-0.0
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,ENTIRE,A,67.38,0.9,67.27,0.10999999999999943,0.16352014270848736,0.16352014270848736
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,ENTIRE,B,27.6,0.71,27.73,-0.129999999999999,-0.4688063469166931,
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,ENTIRE,C,0.12,0.01,0.11,0.009999999999999995,9.090909090909086,-9.090909090909086
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,ENTIRE,D,4.89,0.21,4.87,0.019999999999999574,0.41067761806980646,-0.41067761806980646
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,ENTIRE,E,0.02,0.01,0.02,0.0,0.0,-0.0
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,ENTIRE,A + B,94.98,0.23,95.0,-0.01999999999999602,-0.02105263157894318,-0.02105263157894318
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,ENTIRE,RMSE,36.97,0.81,37.0,-0.030000000000001137,-0.08108108108108415,0.08108108108108415
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,ENTIRE,MSE,1367.17,60.21,1369.77,-2.599999999999909,-0.1898128882951086,0.1898128882951086
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,ENTIRE,MAE,27.17,0.79,27.15,0.020000000000003126,0.07366482504605204,-0.07366482504605204
REPLACE-BG,balanced_age_smote_tomek,age,smote_tomek,False,same_size,guided,ENTIRE,MAPE,0.18,0.0,0.18,0.0,0.0,-0.0
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_2,A,0.13,0.18,0.3,-0.16999999999999998,-56.666666666666664,-56.666666666666664
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_2,B,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_2,C,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_2,D,99.27,0.16,99.09,0.1799999999999926,0.18165304268845756,-0.18165304268845756
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_2,E,0.61,0.17,0.6,0.010000000000000009,1.6666666666666683,-1.6666666666666683
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_2,A + B,0.13,0.18,0.3,-0.16999999999999998,-56.666666666666664,-56.666666666666664
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_2,RMSE,57.08,1.78,57.29,-0.21000000000000085,-0.3665561179961614,0.3665561179961614
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_2,MSE,3260.61,202.03,3283.67,-23.059999999999945,-0.702263016685597,0.702263016685597
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_2,MAE,54.17,1.89,54.45,-0.28000000000000114,-0.5142332415059708,0.5142332415059708
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_2,MAPE,1.2,0.04,1.2,0.0,0.0,-0.0
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_1,A,0.8,0.77,0.38,0.42000000000000004,110.5263157894737,110.5263157894737
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_1,B,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_1,C,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_1,D,98.69,0.85,99.11,-0.4200000000000017,-0.4237715669458195,0.4237715669458195
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_1,E,0.5,0.14,0.51,-0.010000000000000009,-1.960784313725492,1.960784313725492
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_1,A + B,0.8,0.77,0.38,0.42000000000000004,110.5263157894737,110.5263157894737
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_1,RMSE,41.68,1.64,42.02,-0.3400000000000034,-0.809138505473592,0.809138505473592
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_1,MSE,1739.34,136.14,1766.39,-27.050000000000182,-1.5313718940890846,1.5313718940890846
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_1,MAE,38.18,1.75,38.57,-0.39000000000000057,-1.0111485610578184,1.0111485610578184
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TBR_1,MAPE,0.62,0.03,0.62,0.0,0.0,-0.0
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TIR,A,72.05,0.92,71.95,0.09999999999999432,0.1389854065323062,0.1389854065323062
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TIR,B,27.78,0.89,27.88,-0.09999999999999787,-0.35868005738880154,
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TIR,C,0.17,0.03,0.17,0.0,0.0,-0.0
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TIR,D,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TIR,E,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TIR,A + B,99.83,0.03,99.83,0.0,0.0,0.0
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TIR,RMSE,25.75,0.56,25.66,0.08999999999999986,0.350740452065471,-0.350740452065471
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TIR,MSE,663.35,29.03,658.58,4.769999999999982,0.7242855841355615,-0.7242855841355615
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TIR,MAE,19.09,0.38,19.01,0.0799999999999983,0.4208311415044623,-0.4208311415044623
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TIR,MAPE,0.16,0.0,0.16,0.0,0.0,-0.0
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,A,69.0,1.05,69.22,-0.21999999999999886,-0.31782721756717547,-0.31782721756717547
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,B,29.13,1.01,28.92,0.2099999999999973,0.7261410788381649,
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,C,0.05,0.01,0.03,0.020000000000000004,66.66666666666669,-66.66666666666669
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,D,1.83,0.05,1.83,0.0,0.0,-0.0
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,E,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,A + B,98.13,0.05,98.14,-0.010000000000005116,-0.01018952516813238,-0.01018952516813238
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,RMSE,43.38,0.57,43.18,0.20000000000000284,0.4631773969430358,-0.4631773969430358
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,MSE,1882.38,49.5,1865.19,17.190000000000055,0.9216219259163975,-0.9216219259163975
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,MAE,34.63,0.42,34.56,0.07000000000000028,0.2025462962962971,-0.2025462962962971
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_1,MAPE,0.16,0.0,0.16,0.0,0.0,-0.0
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,A,58.63,1.39,55.88,2.75,4.921259842519684,4.921259842519684
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,B,32.01,0.78,34.73,-2.719999999999999,-7.831845666570686,
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,C,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,D,9.36,0.98,9.39,-0.030000000000001137,-0.3194888178913859,0.3194888178913859
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,E,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,A + B,90.64,0.98,90.61,0.030000000000001137,0.03310892837435287,0.03310892837435287
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,RMSE,67.92,1.21,69.31,-1.3900000000000006,-2.0054826143413655,2.0054826143413655
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,MSE,4614.78,162.68,4804.83,-190.05000000000018,-3.9553948838980815,3.9553948838980815
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,MAE,57.67,1.09,59.37,-1.6999999999999957,-2.8633990230756203,2.8633990230756203
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,TAR_2,MAPE,0.2,0.0,0.2,0.0,0.0,-0.0
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,A,67.54,0.69,67.27,0.27000000000001023,0.401367623011759,0.401367623011759
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,B,27.46,0.54,27.73,-0.2699999999999996,-0.9736747205192917,
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,C,0.12,0.02,0.11,0.009999999999999995,9.090909090909086,-9.090909090909086
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,D,4.86,0.19,4.87,-0.009999999999999787,-0.20533880903490323,0.20533880903490323
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,E,0.02,0.01,0.02,0.0,0.0,-0.0
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,A + B,95.0,0.2,95.0,0.0,0.0,0.0
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,RMSE,36.85,0.77,37.0,-0.14999999999999858,-0.40540540540540154,0.40540540540540154
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,MSE,1358.54,56.43,1369.77,-11.230000000000018,-0.8198456675208261,0.8198456675208261
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,MAE,27.05,0.7,27.15,-0.09999999999999787,-0.36832412523019475,0.36832412523019475
REPLACE-BG,balanced_age_tomek_links,age,tomek_links,False,undersampling,guided,ENTIRE,MAPE,0.18,0.0,0.18,0.0,0.0,-0.0
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,A,0.0,0.0,0.3,-0.3,-100.0,-100.0
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,B,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,C,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,D,99.35,0.16,99.09,0.2599999999999909,0.26238772832777363,-0.26238772832777363
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,E,0.65,0.16,0.6,0.050000000000000044,8.333333333333341,-8.333333333333341
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,A + B,0.0,0.0,0.3,-0.3,-100.0,-100.0
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,RMSE,57.46,1.91,57.29,0.1700000000000017,0.29673590504451336,-0.29673590504451336
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,MSE,3304.14,221.46,3283.67,20.4699999999998,0.6233878556614946,-0.6233878556614946
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,MAE,54.77,1.83,54.45,0.3200000000000003,0.5876951331496791,-0.5876951331496791
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_2,MAPE,1.21,0.04,1.2,0.010000000000000009,0.8333333333333341,-0.8333333333333341
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,A,0.04,0.06,0.38,-0.34,-89.47368421052632,-89.47368421052632
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,B,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,C,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,D,99.4,0.16,99.11,0.29000000000000625,0.2926041771768805,-0.2926041771768805
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,E,0.56,0.17,0.51,0.050000000000000044,9.803921568627459,-9.803921568627459
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,A + B,0.04,0.06,0.38,-0.34,-89.47368421052632,-89.47368421052632
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,RMSE,42.13,1.72,42.02,0.10999999999999943,0.2617801047120405,-0.2617801047120405
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,MSE,1777.47,145.77,1766.39,11.079999999999927,0.6272680438634688,-0.6272680438634688
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,MAE,38.84,1.7,38.57,0.2700000000000031,0.7000259268861891,-0.7000259268861891
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TBR_1,MAPE,0.63,0.03,0.62,0.010000000000000009,1.6129032258064528,-1.6129032258064528
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,A,71.57,1.17,71.95,-0.38000000000000966,-0.528144544822807,-0.528144544822807
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,B,28.26,1.14,27.88,0.38000000000000256,1.362984218077484,
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,C,0.17,0.04,0.17,0.0,0.0,-0.0
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,D,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,E,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,A + B,99.83,0.03,99.83,0.0,0.0,0.0
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,RMSE,25.91,0.61,25.66,0.25,0.9742790335151987,-0.9742790335151987
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,MSE,671.55,31.44,658.58,12.969999999999914,1.9693886847459554,-1.9693886847459554
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,MAE,19.23,0.44,19.01,0.21999999999999886,1.15728563913729,-1.15728563913729
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TIR,MAPE,0.16,0.0,0.16,0.0,0.0,-0.0
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,A,69.2,1.28,69.22,-0.01999999999999602,-0.02889338341519217,-0.02889338341519217
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,B,28.98,1.25,28.92,0.05999999999999872,0.20746887966804536,
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,C,0.02,0.01,0.03,-0.009999999999999998,-33.33333333333333,33.33333333333333
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,D,1.8,0.06,1.83,-0.030000000000000027,-1.6393442622950833,1.6393442622950833
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,E,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,A + B,98.18,0.06,98.14,0.04000000000000625,0.040758100672515035,0.040758100672515035
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,RMSE,43.26,0.84,43.18,0.0799999999999983,0.18527095877720773,-0.18527095877720773
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,MSE,1872.02,72.95,1865.19,6.829999999999927,0.36618253368289166,-0.36618253368289166
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,MAE,34.42,0.65,34.56,-0.14000000000000057,-0.4050925925925942,0.4050925925925942
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_1,MAPE,0.16,0.0,0.16,0.0,0.0,-0.0
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,A,56.76,1.92,55.88,0.8799999999999955,1.5748031496062909,1.5748031496062909
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,B,34.0,2.16,34.73,-0.7299999999999969,-2.101929167866389,
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,C,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,D,9.24,0.84,9.39,-0.15000000000000036,-1.5974440894568727,1.5974440894568727
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,E,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,A + B,90.76,0.84,90.61,0.15000000000000568,0.16554464187176435,0.16554464187176435
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,RMSE,69.01,1.41,69.31,-0.29999999999999716,-0.43283797431827603,0.43283797431827603
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,MSE,4764.3,194.5,4804.83,-40.529999999999745,-0.8435262017594742,0.8435262017594742
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,MAE,58.8,1.61,59.37,-0.5700000000000003,-0.9600808489135932,0.9600808489135932
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,TAR_2,MAPE,0.2,0.0,0.2,0.0,0.0,-0.0
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,A,67.06,0.99,67.27,-0.20999999999999375,-0.3121748178980136,-0.3121748178980136
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,B,27.94,0.82,27.73,0.21000000000000085,0.7573025604038978,
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,C,0.12,0.02,0.11,0.009999999999999995,9.090909090909086,-9.090909090909086
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,D,4.86,0.19,4.87,-0.009999999999999787,-0.20533880903490323,0.20533880903490323
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,E,0.02,0.01,0.02,0.0,0.0,-0.0
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,A + B,95.0,0.21,95.0,0.0,0.0,0.0
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,RMSE,37.12,1.08,37.0,0.11999999999999744,0.3243243243243174,-0.3243243243243174
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,MSE,1378.5,79.96,1369.77,8.730000000000018,0.637333274929369,-0.637333274929369
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,MAE,27.24,0.93,27.15,0.08999999999999986,0.3314917127071818,-0.3314917127071818
REPLACE-BG,balanced_age_undersampling,age,undersampling,False,undersampling,random,ENTIRE,MAPE,0.19,0.01,0.18,0.010000000000000009,5.555555555555561,-5.555555555555561
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,A,0.07,0.14,0.3,-0.22999999999999998,-76.66666666666666,-76.66666666666666
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,B,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,C,0.0,0.0,0.0,0.0,,
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,D,99.32,0.23,99.09,0.22999999999998977,0.2321122212130283,-0.2321122212130283
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,E,0.61,0.15,0.6,0.010000000000000009,1.6666666666666683,-1.6666666666666683
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,A + B,0.07,0.14,0.3,-0.22999999999999998,-76.66666666666666,-76.66666666666666
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,RMSE,57.01,1.81,57.29,-0.28000000000000114,-0.48874149066154854,0.48874149066154854
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,MSE,3252.46,205.4,3283.67,-31.210000000000036,-0.9504609172054449,0.9504609172054449
REPLACE-BG,balanced_age_undersampling_oversampling,age,undersampling_oversampling,False,same_size,random,TBR_2,MAE,54.19,1.83,54.45,-0.2600000000000051,-0.4775022956841232,0.4775022956841232
