dataset,condition,dimension,technique,is_original,family_size,family_mechanism,range,metric,mean,std,baseline_mean,delta_abs,delta_pct,improvement_pct
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TBR_1,MAE,54.43,2.97,55.15,-0.7199999999999989,-1.3055303717135065,1.3055303717135065
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TBR_1,MAPE,0.87,0.05,0.88,-0.010000000000000009,-1.1363636363636374,1.1363636363636374
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TIR,A,67.1,1.71,66.2,0.8999999999999915,1.3595166163141865,1.3595166163141865
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TIR,B,32.28,1.72,33.14,-0.8599999999999994,-2.595051297525647,
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TIR,C,0.62,0.19,0.66,-0.040000000000000036,-6.060606060606066,6.060606060606066
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TIR,D,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TIR,E,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TIR,A + B,99.38,0.19,99.34,0.03999999999999204,0.0402657539762352,0.0402657539762352
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TIR,RMSE,30.29,0.85,30.72,-0.4299999999999997,-1.3997395833333326,1.3997395833333326
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TIR,MSE,917.9,51.34,944.97,-27.07000000000005,-2.864641205540922,2.864641205540922
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TIR,MAE,22.29,0.49,22.67,-0.38000000000000256,-1.6762240846934384,1.6762240846934384
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TIR,MAPE,0.19,0.01,0.19,0.0,0.0,-0.0
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_1,A,70.09,1.96,70.98,-0.8900000000000006,-1.2538743307974085,-1.2538743307974085
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_1,B,27.59,1.75,26.82,0.7699999999999996,2.870991797166292,
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_1,C,0.14,0.09,0.1,0.04000000000000001,40.00000000000001,-40.00000000000001
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_1,D,2.18,0.22,2.11,0.07000000000000028,3.31753554502371,-3.31753554502371
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_1,E,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_1,A + B,97.68,0.24,97.79,-0.10999999999999943,-0.1124859392575922,-0.1124859392575922
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_1,RMSE,42.64,1.55,42.08,0.5600000000000023,1.3307984790874579,-1.3307984790874579
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_1,MSE,1819.89,129.77,1771.85,48.04000000000019,2.7112904591246547,-2.7112904591246547
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_1,MAE,33.56,1.31,32.9,0.6600000000000037,2.0060790273556344,-2.0060790273556344
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_1,MAPE,0.16,0.01,0.15,0.010000000000000009,6.666666666666673,-6.666666666666673
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_2,A,57.93,1.92,56.98,0.9500000000000028,1.6672516672516724,1.6672516672516724
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_2,B,32.82,1.1,34.13,-1.3100000000000023,-3.8382654556109057,
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_2,C,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_2,D,9.25,1.71,8.89,0.35999999999999943,4.049493813273334,-4.049493813273334
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_2,E,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_2,A + B,90.75,1.72,91.11,-0.35999999999999943,-0.3951267698386559,-0.3951267698386559
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_2,RMSE,72.15,3.06,72.34,-0.18999999999999773,-0.2626486038153134,0.2626486038153134
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_2,MSE,5213.6,449.85,5246.21,-32.60999999999967,-0.6215915870695163,0.6215915870695163
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_2,MAE,60.34,2.42,60.55,-0.20999999999999375,-0.3468208092485446,0.3468208092485446
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,TAR_2,MAPE,0.2,0.01,0.2,0.0,0.0,-0.0
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,ENTIRE,A,65.06,1.95,64.65,0.4099999999999966,0.6341840680587727,0.6341840680587727
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,ENTIRE,B,30.47,1.23,30.95,-0.4800000000000004,-1.550888529886916,
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,ENTIRE,C,0.36,0.12,0.36,0.0,0.0,-0.0
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,ENTIRE,D,4.07,0.76,3.98,0.0900000000000003,2.2613065326633244,-2.2613065326633244
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,ENTIRE,E,0.04,0.02,0.05,-0.010000000000000002,-20.000000000000004,20.000000000000004
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,ENTIRE,A + B,95.53,0.82,95.6,-0.06999999999999318,-0.0732217573221686,-0.0732217573221686
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,ENTIRE,RMSE,44.94,2.12,45.05,-0.10999999999999943,-0.24417314095449374,0.24417314095449374
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,ENTIRE,MSE,2023.54,191.56,2033.93,-10.3900000000001,-0.5108337061747503,0.5108337061747503
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,ENTIRE,MAE,33.18,1.55,33.25,-0.07000000000000028,-0.21052631578947456,0.21052631578947456
DIATREND,balanced_sex_smote,sex,smote,False,oversampling,guided,ENTIRE,MAPE,0.19,0.01,0.2,-0.010000000000000009,-5.000000000000004,5.000000000000004
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_2,A,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_2,B,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_2,C,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_2,D,96.8,1.93,96.53,0.269999999999996,0.2797057909458158,-0.2797057909458158
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_2,E,3.2,1.93,3.47,-0.27,-7.780979827089338,7.780979827089338
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_2,A + B,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_2,RMSE,74.59,6.65,75.28,-0.6899999999999977,-0.9165781083953211,0.9165781083953211
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_2,MSE,5599.4,1004.5,5710.57,-111.17000000000007,-1.9467408682495806,1.9467408682495806
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_2,MAE,70.41,5.64,71.22,-0.8100000000000023,-1.1373209772535837,1.1373209772535837
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_2,MAPE,1.55,0.11,1.57,-0.020000000000000018,-1.2738853503184724,1.2738853503184724
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_1,A,0.08,0.17,0.01,0.07,700.0000000000001,700.0000000000001
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_1,B,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_1,C,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_1,D,97.19,1.2,97.11,0.0799999999999983,0.08238080527236978,-0.08238080527236978
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_1,E,2.73,1.23,2.88,-0.1499999999999999,-5.20833333333333,5.20833333333333
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_1,A + B,0.08,0.17,0.01,0.07,700.0000000000001,700.0000000000001
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_1,RMSE,59.06,3.54,59.82,-0.759999999999998,-1.270478100969572,1.270478100969572
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_1,MSE,3497.73,420.79,3591.41,-93.67999999999984,-2.608446264837483,2.608446264837483
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_1,MAE,54.26,2.29,55.15,-0.8900000000000006,-1.6137805983680882,1.6137805983680882
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TBR_1,MAPE,0.87,0.03,0.88,-0.010000000000000009,-1.1363636363636374,1.1363636363636374
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TIR,A,66.9,2.35,66.2,0.7000000000000028,1.057401812688826,1.057401812688826
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TIR,B,32.46,2.32,33.14,-0.6799999999999997,-2.051901025950512,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TIR,C,0.64,0.22,0.66,-0.020000000000000018,-3.030303030303033,3.030303030303033
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TIR,D,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TIR,E,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TIR,A + B,99.36,0.22,99.34,0.01999999999999602,0.0201328769881176,0.0201328769881176
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TIR,RMSE,30.4,1.23,30.72,-0.3200000000000003,-1.0416666666666676,1.0416666666666676
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TIR,MSE,925.45,73.93,944.97,-19.519999999999982,-2.0656740425621956,2.0656740425621956
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TIR,MAE,22.38,0.78,22.67,-0.2900000000000027,-1.279223643581838,1.279223643581838
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TIR,MAPE,0.19,0.01,0.19,0.0,0.0,-0.0
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_1,A,70.42,1.43,70.98,-0.5600000000000023,-0.7889546351084844,-0.7889546351084844
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_1,B,27.33,1.3,26.82,0.509999999999998,1.9015659955257198,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_1,C,0.11,0.06,0.1,0.009999999999999995,9.999999999999995,-9.999999999999995
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_1,D,2.14,0.15,2.11,0.03000000000000025,1.4218009478673106,-1.4218009478673106
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_1,E,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_1,A + B,97.75,0.16,97.79,-0.04000000000000625,-0.04090397791185832,-0.04090397791185832
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_1,RMSE,42.55,1.01,42.08,0.46999999999999886,1.1169201520912522,-1.1169201520912522
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_1,MSE,1811.12,85.74,1771.85,39.26999999999998,2.216327567231988,-2.216327567231988
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_1,MAE,33.34,0.76,32.9,0.44000000000000483,1.337386018237097,-1.337386018237097
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_1,MAPE,0.16,0.0,0.15,0.010000000000000009,6.666666666666673,-6.666666666666673
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_2,A,57.74,1.43,56.98,0.7600000000000051,1.3338013338013428,1.3338013338013428
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_2,B,33.19,1.71,34.13,-0.9400000000000048,-2.7541752124231023,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_2,C,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_2,D,9.07,1.37,8.89,0.17999999999999972,2.024746906636667,-2.024746906636667
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_2,E,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_2,A + B,90.93,1.36,91.11,-0.1799999999999926,-0.19756338491932018,-0.19756338491932018
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_2,RMSE,72.37,3.48,72.34,0.030000000000001137,0.041470832181367344,-0.041470832181367344
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_2,MSE,5247.51,517.31,5246.21,1.300000000000182,0.024779793412771926,-0.024779793412771926
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_2,MAE,60.61,2.95,60.55,0.060000000000002274,0.09909165978530517,-0.09909165978530517
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,TAR_2,MAPE,0.2,0.0,0.2,0.0,0.0,-0.0
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,ENTIRE,A,65.01,2.29,64.65,0.35999999999999943,0.5568445475638042,0.5568445475638042
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,ENTIRE,B,30.56,1.54,30.95,-0.39000000000000057,-1.2600969305331198,
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,ENTIRE,C,0.36,0.13,0.36,0.0,0.0,-0.0
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,ENTIRE,D,4.02,0.76,3.98,0.03999999999999959,1.0050251256281304,-1.0050251256281304
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,ENTIRE,E,0.05,0.02,0.05,0.0,0.0,-0.0
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,ENTIRE,A + B,95.57,0.8,95.6,-0.030000000000001137,-0.031380753138076506,-0.031380753138076506
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,ENTIRE,RMSE,45.04,2.25,45.05,-0.00999999999999801,-0.02219755826858604,0.02219755826858604
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,ENTIRE,MSE,2032.77,204.53,2033.93,-1.1600000000000819,-0.05703244457774269,0.05703244457774269
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,ENTIRE,MAE,33.22,1.68,33.25,-0.030000000000001137,-0.09022556390977786,0.09022556390977786
DIATREND,balanced_sex_smote_tomek,sex,smote_tomek,False,same_size,guided,ENTIRE,MAPE,0.19,0.01,0.2,-0.010000000000000009,-5.000000000000004,5.000000000000004
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_2,A,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_2,B,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_2,C,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_2,D,96.91,1.86,96.53,0.37999999999999545,0.39366000207189006,-0.39366000207189006
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_2,E,3.09,1.86,3.47,-0.38000000000000034,-10.95100864553315,10.95100864553315
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_2,A + B,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_2,RMSE,74.15,6.25,75.28,-1.1299999999999955,-1.5010626992561045,1.5010626992561045
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_2,MSE,5529.48,928.48,5710.57,-181.09000000000015,-3.171137031854966,3.171137031854966
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_2,MAE,69.87,5.4,71.22,-1.3499999999999943,-1.8955349620892927,1.8955349620892927
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_2,MAPE,1.54,0.11,1.57,-0.030000000000000027,-1.9108280254777086,1.9108280254777086
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_1,A,0.07,0.13,0.01,0.060000000000000005,600.0,600.0
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_1,B,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_1,C,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_1,D,97.25,1.15,97.11,0.14000000000000057,0.14416640922665078,-0.14416640922665078
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_1,E,2.68,1.21,2.88,-0.19999999999999973,-6.944444444444435,6.944444444444435
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_1,A + B,0.07,0.13,0.01,0.060000000000000005,600.0,600.0
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_1,RMSE,58.98,3.16,59.82,-0.8400000000000034,-1.404212637913747,1.404212637913747
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_1,MSE,3486.39,368.38,3591.41,-105.01999999999998,-2.924199687587883,2.924199687587883
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_1,MAE,54.22,2.26,55.15,-0.9299999999999997,-1.6863100634632815,1.6863100634632815
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TBR_1,MAPE,0.87,0.03,0.88,-0.010000000000000009,-1.1363636363636374,1.1363636363636374
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TIR,A,66.84,1.85,66.2,0.6400000000000006,0.9667673716012093,0.9667673716012093
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TIR,B,32.55,1.85,33.14,-0.5900000000000034,-1.7803258901629555,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TIR,C,0.62,0.22,0.66,-0.040000000000000036,-6.060606060606066,6.060606060606066
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TIR,D,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TIR,E,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TIR,A + B,99.38,0.22,99.34,0.03999999999999204,0.0402657539762352,0.0402657539762352
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TIR,RMSE,30.34,1.07,30.72,-0.379999999999999,-1.2369791666666634,1.2369791666666634
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TIR,MSE,921.56,64.32,944.97,-23.410000000000082,-2.4773273225605132,2.4773273225605132
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TIR,MAE,22.37,0.64,22.67,-0.3000000000000007,-1.3233348037053405,1.3233348037053405
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TIR,MAPE,0.19,0.01,0.19,0.0,0.0,-0.0
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_1,A,70.59,1.47,70.98,-0.39000000000000057,-0.5494505494505502,-0.5494505494505502
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_1,B,27.13,1.31,26.82,0.3099999999999987,1.1558538404175942,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_1,C,0.12,0.07,0.1,0.01999999999999999,19.99999999999999,-19.99999999999999
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_1,D,2.15,0.16,2.11,0.040000000000000036,1.8957345971564,-1.8957345971564
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_1,E,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_1,A + B,97.72,0.19,97.79,-0.07000000000000739,-0.07158196134574843,-0.07158196134574843
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_1,RMSE,42.48,1.2,42.08,0.3999999999999986,0.9505703422053199,-0.9505703422053199
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_1,MSE,1805.96,101.01,1771.85,34.11000000000013,1.925106527076227,-1.925106527076227
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_1,MAE,33.26,0.85,32.9,0.35999999999999943,1.0942249240121564,-1.0942249240121564
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_1,MAPE,0.16,0.0,0.15,0.010000000000000009,6.666666666666673,-6.666666666666673
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_2,A,57.35,0.86,56.98,0.37000000000000455,0.6493506493506573,0.6493506493506573
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_2,B,33.59,1.3,34.13,-0.5399999999999991,-1.5821857603281544,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_2,C,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_2,D,9.06,1.39,8.89,0.16999999999999993,1.912260967379077,-1.912260967379077
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_2,E,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_2,A + B,90.94,1.39,91.11,-0.1700000000000017,-0.1865876413127008,-0.1865876413127008
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_2,RMSE,72.61,3.07,72.34,0.269999999999996,0.3732374896322865,-0.3732374896322865
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_2,MSE,5280.34,457.38,5246.21,34.13000000000011,0.6505648839829155,-0.6505648839829155
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_2,MAE,60.94,2.53,60.55,0.39000000000000057,0.6440957886044602,-0.6440957886044602
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,TAR_2,MAPE,0.2,0.0,0.2,0.0,0.0,-0.0
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,ENTIRE,A,64.97,2.01,64.65,0.3199999999999932,0.49497293116781615,0.49497293116781615
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,ENTIRE,B,30.6,1.29,30.95,-0.34999999999999787,-1.1308562197092016,
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,ENTIRE,C,0.35,0.12,0.36,-0.010000000000000009,-2.7777777777777803,2.7777777777777803
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,ENTIRE,D,4.03,0.77,3.98,0.050000000000000266,1.2562814070351824,-1.2562814070351824
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,ENTIRE,E,0.05,0.02,0.05,0.0,0.0,-0.0
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,ENTIRE,A + B,95.57,0.82,95.6,-0.030000000000001137,-0.031380753138076506,-0.031380753138076506
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,ENTIRE,RMSE,45.06,2.08,45.05,0.010000000000005116,0.022197558268601814,-0.022197558268601814
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,ENTIRE,MSE,2034.26,188.83,2033.93,0.32999999999992724,0.016224747164353112,-0.016224747164353112
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,ENTIRE,MAE,33.24,1.53,33.25,-0.00999999999999801,-0.030075187969918833,0.030075187969918833
DIATREND,balanced_sex_tomek_links,sex,tomek_links,False,undersampling,guided,ENTIRE,MAPE,0.19,0.01,0.2,-0.010000000000000009,-5.000000000000004,5.000000000000004
DIATREND,balanced_sex_undersampling,sex,undersampling,False,undersampling,random,TBR_2,A,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_undersampling,sex,undersampling,False,undersampling,random,TBR_2,B,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_undersampling,sex,undersampling,False,undersampling,random,TBR_2,C,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_undersampling,sex,undersampling,False,undersampling,random,TBR_2,D,96.71,1.86,96.53,0.1799999999999926,0.18647052729720565,-0.18647052729720565
DIATREND,balanced_sex_undersampling,sex,undersampling,False,undersampling,random,TBR_2,E,3.29,1.86,3.47,-0.18000000000000016,-5.187319884726229,5.187319884726229
DIATREND,balanced_sex_undersampling,sex,undersampling,False,undersampling,random,TBR_2,A + B,0.0,0.0,0.0,0.0,,
DIATREND,balanced_sex_undersampling,sex,undersampling,False,undersampling,random,TBR_2,RMSE,74.82,7.74,75.28,-0.46000000000000796,-0.6110520722635601,0.6110520722635601
DIATREND,balanced_sex_undersampling,sex,undersampling,False,undersampling,random,TBR_2,MSE,5645.62,1175.76,5710.57,-64.94999999999982,-1.137364571312493,1.137364571312493
DIATREND,balanced_sex_undersampling,sex,undersampling,False,undersampling,random,TBR_2,MAE,70.84,6.92,71.22,-0.37999999999999545,-0.5335579893288338,0.5335579893288338
DIATREND,balanced_sex_undersampling,sex,undersampling,False,undersampling,random,TBR_2,MAPE,1.56,0.14,1.57,-0.010000000000000009,-0.6369426751592362,0.6369426751592362
DIATREND,balanced_sex_undersampling,sex,undersampling,False,undersampling,random,TBR_1,A,0.0,0.0,0.01,-0.01,-100.0,-100.0
DIATREND,balanced_sex_undersampling,sex,undersampling,False,undersampling,random,TBR_1,B,0.0,0.0,0.0,0.0,,
